Customer_ID,Age,Gender,Location,Total_Spend,Average_Order_Value,Previous_Purchases,Average_Rating,Discount_Usage_Rate,Promo_Usage_Rate,Subscription_Rate,Customer_Value_Tier
1885,27,Male,Arizona,30,30.0,15,4.3,0.0,0.0,0.0,Low
1886,26,Male,Nevada,53,53.0,35,4.4,0.0,0.0,0.0,Medium
1887,18,Male,Arkansas,91,91.0,46,4.4,0.0,0.0,0.0,High
1888,64,Male,North Dakota,44,44.0,3,3.5,0.0,0.0,0.0,Low
1889,62,Male,South Dakota,89,89.0,48,3.4,0.0,0.0,0.0,High
1890,59,Male,North Carolina,57,57.0,27,2.5,0.0,0.0,0.0,Medium
1891,36,Male,Hawaii,57,57.0,5,3.4,0.0,0.0,0.0,Medium
1892,69,Male,New Hampshire,74,74.0,48,2.6,0.0,0.0,0.0,High
1893,39,Male,California,30,30.0,12,4.6,0.0,0.0,0.0,Low
1894,28,Male,Delaware,20,20.0,10,3.7,0.0,0.0,0.0,Low
1895,42,Male,Arizona,90,90.0,48,2.5,0.0,0.0,0.0,High
1896,31,Male,Washington,61,61.0,3,4.5,0.0,0.0,0.0,Medium
1897,57,Male,Nevada,51,51.0,19,2.9,0.0,0.0,0.0,Medium
1898,53,Male,Alaska,97,97.0,11,2.9,0.0,0.0,0.0,High
1899,59,Male,Texas,97,97.0,25,3.5,0.0,0.0,0.0,High
1900,32,Male,New York,40,40.0,42,4.2,0.0,0.0,0.0,Low
1901,65,Male,Iowa,85,85.0,34,3.3,0.0,0.0,0.0,High
1902,56,Male,Arizona,76,76.0,50,3.9,0.0,0.0,0.0,High
1903,31,Male,New Mexico,22,22.0,21,5.0,0.0,0.0,0.0,Low
1904,59,Male,North Carolina,63,63.0,37,3.3,0.0,0.0,0.0,Medium
1905,22,Male,Nevada,71,71.0,46,4.2,0.0,0.0,0.0,Medium
1906,47,Male,Idaho,35,35.0,14,4.9,0.0,0.0,0.0,Low
1907,23,Male,Vermont,30,30.0,24,4.6,0.0,0.0,0.0,Low
1908,69,Male,New Mexico,74,74.0,36,4.8,0.0,0.0,0.0,High
1909,18,Male,Georgia,71,71.0,19,2.7,0.0,0.0,0.0,Medium
1910,50,Male,Kentucky,84,84.0,12,4.3,0.0,0.0,0.0,High
1911,29,Male,New York,38,38.0,13,3.8,0.0,0.0,0.0,Low
1912,65,Male,Arizona,81,81.0,32,4.9,0.0,0.0,0.0,High
1913,29,Male,Colorado,56,56.0,5,3.4,0.0,0.0,0.0,Medium
1914,49,Male,Kentucky,48,48.0,29,3.6,0.0,0.0,0.0,Medium
1915,28,Male,Alaska,97,97.0,40,3.4,0.0,0.0,0.0,High
1916,51,Male,Alabama,74,74.0,44,4.7,0.0,0.0,0.0,High
1917,26,Male,Connecticut,50,50.0,3,3.0,0.0,0.0,0.0,Medium
1918,38,Male,Hawaii,71,71.0,35,3.4,0.0,0.0,0.0,Medium
1919,35,Male,Idaho,33,33.0,33,4.6,0.0,0.0,0.0,Low
1920,34,Male,Virginia,56,56.0,20,3.1,0.0,0.0,0.0,Medium
1921,51,Male,Connecticut,84,84.0,40,2.8,0.0,0.0,0.0,High
1922,47,Male,Michigan,36,36.0,13,3.5,0.0,0.0,0.0,Low
1923,18,Male,Kentucky,63,63.0,9,4.6,0.0,0.0,0.0,Medium
1924,64,Male,Nebraska,36,36.0,7,4.3,0.0,0.0,0.0,Low
1925,30,Male,Michigan,63,63.0,42,4.8,0.0,0.0,0.0,Medium
1926,59,Male,Utah,32,32.0,44,2.9,0.0,0.0,0.0,Low
1927,66,Male,New Mexico,93,93.0,6,3.0,0.0,0.0,0.0,High
1928,40,Male,Florida,29,29.0,8,2.9,0.0,0.0,0.0,Low
1929,25,Male,Mississippi,92,92.0,10,3.7,0.0,0.0,0.0,High
1930,59,Male,Hawaii,33,33.0,46,4.7,0.0,0.0,0.0,Low
1931,66,Male,North Carolina,52,52.0,26,3.5,0.0,0.0,0.0,Medium
1932,54,Male,Illinois,42,42.0,6,2.7,0.0,0.0,0.0,Low
1933,42,Male,Maryland,36,36.0,47,5.0,0.0,0.0,0.0,Low
1934,48,Male,Montana,67,67.0,28,4.1,0.0,0.0,0.0,Medium
1935,34,Male,Michigan,43,43.0,23,2.7,0.0,0.0,0.0,Low
1936,19,Male,North Carolina,68,68.0,45,4.8,0.0,0.0,0.0,Medium
1937,70,Male,Minnesota,60,60.0,44,4.3,0.0,0.0,0.0,Medium
1938,43,Male,Delaware,53,53.0,11,4.5,0.0,0.0,0.0,Medium
1939,46,Male,Kentucky,23,23.0,39,3.8,0.0,0.0,0.0,Low
1940,66,Male,Ohio,57,57.0,20,3.7,0.0,0.0,0.0,Medium
1941,50,Male,Alaska,89,89.0,48,3.9,0.0,0.0,0.0,High
1942,55,Male,Vermont,99,99.0,46,3.3,0.0,0.0,0.0,High
1943,63,Male,Alabama,28,28.0,22,3.4,0.0,0.0,0.0,Low
1944,32,Male,Wisconsin,53,53.0,45,3.8,0.0,0.0,0.0,Medium
1945,30,Male,Arkansas,45,45.0,49,2.7,0.0,0.0,0.0,Low
1946,35,Male,Georgia,38,38.0,9,2.9,0.0,0.0,0.0,Low
1947,59,Male,Louisiana,49,49.0,41,4.5,0.0,0.0,0.0,Medium
1948,59,Male,New York,32,32.0,2,2.6,0.0,0.0,0.0,Low
1949,54,Male,Connecticut,37,37.0,39,3.1,0.0,0.0,0.0,Low
1950,63,Male,Nebraska,80,80.0,12,4.7,0.0,0.0,0.0,High
1951,43,Male,Arkansas,78,78.0,26,4.6,0.0,0.0,0.0,High
1952,33,Male,Connecticut,53,53.0,32,2.7,0.0,0.0,0.0,Medium
1953,57,Male,Maryland,82,82.0,50,4.6,0.0,0.0,0.0,High
1954,25,Male,Colorado,33,33.0,3,4.8,0.0,0.0,0.0,Low
1955,26,Male,Colorado,77,77.0,3,4.2,0.0,0.0,0.0,High
1956,50,Male,Maine,56,56.0,37,4.9,0.0,0.0,0.0,Medium
1957,70,Male,Oklahoma,37,37.0,20,4.9,0.0,0.0,0.0,Low
1958,68,Male,South Carolina,54,54.0,26,4.5,0.0,0.0,0.0,Medium
1959,39,Male,Nevada,67,67.0,47,2.7,0.0,0.0,0.0,Medium
1960,46,Male,Colorado,90,90.0,7,3.1,0.0,0.0,0.0,High
1961,57,Male,Massachusetts,72,72.0,40,3.3,0.0,0.0,0.0,Medium
1962,47,Male,Nevada,59,59.0,45,2.6,0.0,0.0,0.0,Medium
1963,40,Male,Iowa,45,45.0,20,4.4,0.0,0.0,0.0,Low
1964,52,Male,Michigan,30,30.0,11,3.9,0.0,0.0,0.0,Low
1965,40,Male,West Virginia,51,51.0,50,4.6,0.0,0.0,0.0,Medium
1966,67,Male,Indiana,90,90.0,25,4.9,0.0,0.0,0.0,High
1967,67,Male,Indiana,95,95.0,5,3.7,0.0,0.0,0.0,High
1968,37,Male,Georgia,81,81.0,4,3.7,0.0,0.0,0.0,High
1969,67,Male,Minnesota,70,70.0,25,4.2,0.0,0.0,0.0,Medium
1970,64,Male,Louisiana,32,32.0,11,3.5,0.0,0.0,0.0,Low
1971,28,Male,Maryland,94,94.0,4,2.9,0.0,0.0,0.0,High
1972,54,Male,Pennsylvania,29,29.0,1,3.4,0.0,0.0,0.0,Low
1973,54,Male,Louisiana,31,31.0,48,3.3,0.0,0.0,0.0,Low
1974,24,Male,Maryland,20,20.0,9,4.5,0.0,0.0,0.0,Low
1975,27,Male,Tennessee,44,44.0,2,4.6,0.0,0.0,0.0,Low
1976,53,Male,Illinois,77,77.0,4,2.9,0.0,0.0,0.0,High
1977,32,Male,Wyoming,51,51.0,43,3.2,0.0,0.0,0.0,Medium
1978,24,Male,Florida,49,49.0,32,2.6,0.0,0.0,0.0,Medium
1979,45,Male,Massachusetts,78,78.0,1,3.8,0.0,0.0,0.0,High
1980,49,Male,Tennessee,98,98.0,38,2.8,0.0,0.0,0.0,High
1981,51,Male,Iowa,94,94.0,25,4.4,0.0,0.0,0.0,High
1982,69,Male,Michigan,91,91.0,42,4.7,0.0,0.0,0.0,High
1983,41,Male,Kansas,77,77.0,32,2.7,0.0,0.0,0.0,High
1984,59,Male,Georgia,97,97.0,21,2.6,0.0,0.0,0.0,High
1985,26,Male,West Virginia,58,58.0,26,3.4,0.0,0.0,0.0,Medium
1986,23,Male,Tennessee,97,97.0,6,3.9,0.0,0.0,0.0,High
1987,62,Male,Arkansas,48,48.0,14,3.4,0.0,0.0,0.0,Medium
1988,69,Male,Vermont,23,23.0,4,3.4,0.0,0.0,0.0,Low
1989,46,Male,Virginia,79,79.0,26,3.9,0.0,0.0,0.0,High
1990,35,Male,Maryland,42,42.0,39,4.0,0.0,0.0,0.0,Low
1991,32,Male,Connecticut,95,95.0,15,3.4,0.0,0.0,0.0,High
1992,46,Male,Missouri,29,29.0,1,3.7,0.0,0.0,0.0,Low
1993,33,Male,New Jersey,98,98.0,28,4.9,0.0,0.0,0.0,High
1994,32,Male,Arkansas,96,96.0,17,5.0,0.0,0.0,0.0,High
1995,33,Male,Nevada,66,66.0,24,2.9,0.0,0.0,0.0,Medium
1996,67,Male,Missouri,80,80.0,29,3.0,0.0,0.0,0.0,High
1997,67,Male,South Dakota,27,27.0,18,3.3,0.0,0.0,0.0,Low
1998,42,Male,Connecticut,25,25.0,10,4.7,0.0,0.0,0.0,Low
1999,20,Male,Vermont,45,45.0,19,3.4,0.0,0.0,0.0,Low
2000,39,Male,Tennessee,89,89.0,26,4.6,0.0,0.0,0.0,High
2001,26,Male,California,27,27.0,25,3.6,0.0,0.0,0.0,Low
2002,51,Male,Wyoming,90,90.0,2,2.6,0.0,0.0,0.0,High
2003,31,Male,New York,65,65.0,19,2.7,0.0,0.0,0.0,Medium
2004,68,Male,Maine,72,72.0,32,3.1,0.0,0.0,0.0,Medium
2005,44,Male,Georgia,70,70.0,13,3.2,0.0,0.0,0.0,Medium
2006,18,Male,Tennessee,82,82.0,30,3.4,0.0,0.0,0.0,High
2007,58,Male,New Mexico,97,97.0,2,4.4,0.0,0.0,0.0,High
2008,26,Male,Virginia,25,25.0,8,3.2,0.0,0.0,0.0,Low
2009,57,Male,Florida,48,48.0,27,2.5,0.0,0.0,0.0,Medium
2010,37,Male,Alabama,99,99.0,26,3.8,0.0,0.0,0.0,High
2011,24,Male,Texas,21,21.0,3,4.4,0.0,0.0,0.0,Low
2012,57,Male,West Virginia,94,94.0,4,3.7,0.0,0.0,0.0,High
2013,48,Male,Nevada,53,53.0,5,3.2,0.0,0.0,0.0,Medium
2014,39,Male,Virginia,70,70.0,25,4.9,0.0,0.0,0.0,Medium
2015,51,Male,Wisconsin,26,26.0,47,3.9,0.0,0.0,0.0,Low
2016,57,Male,Virginia,82,82.0,8,4.5,0.0,0.0,0.0,High
2017,53,Male,Maine,47,47.0,20,3.4,0.0,0.0,0.0,Medium
2018,70,Male,Massachusetts,32,32.0,42,4.1,0.0,0.0,0.0,Low
2019,60,Male,Arkansas,97,97.0,20,4.5,0.0,0.0,0.0,High
2020,31,Male,Idaho,68,68.0,23,4.7,0.0,0.0,0.0,Medium
2021,41,Male,Pennsylvania,23,23.0,26,4.8,0.0,0.0,0.0,Low
2022,62,Male,Maine,33,33.0,48,4.4,0.0,0.0,0.0,Low
2023,59,Male,Alabama,38,38.0,16,4.0,0.0,0.0,0.0,Low
2024,46,Male,Idaho,68,68.0,28,4.1,0.0,0.0,0.0,Medium
2025,62,Male,Arkansas,23,23.0,39,3.7,0.0,0.0,0.0,Low
2026,42,Male,Delaware,29,29.0,43,3.0,0.0,0.0,0.0,Low
2027,37,Male,Maine,35,35.0,45,3.6,0.0,0.0,0.0,Low
2028,50,Male,Nebraska,73,73.0,50,4.8,0.0,0.0,0.0,Medium
2029,29,Male,Ohio,84,84.0,10,3.7,0.0,0.0,0.0,High
2030,25,Male,Montana,23,23.0,40,4.6,0.0,0.0,0.0,Low
2031,66,Male,New Mexico,67,67.0,38,2.8,0.0,0.0,0.0,Medium
2032,21,Male,North Carolina,51,51.0,2,4.0,0.0,0.0,0.0,Medium
2033,46,Male,South Carolina,36,36.0,13,4.2,0.0,0.0,0.0,Low
2034,57,Male,Illinois,55,55.0,33,3.6,0.0,0.0,0.0,Medium
2035,61,Male,Alabama,30,30.0,27,2.9,0.0,0.0,0.0,Low
2036,53,Male,Oklahoma,70,70.0,43,4.1,0.0,0.0,0.0,Medium
2037,37,Male,Minnesota,63,63.0,46,3.1,0.0,0.0,0.0,Medium
2038,39,Male,Illinois,87,87.0,7,4.3,0.0,0.0,0.0,High
2039,53,Male,Arkansas,70,70.0,35,4.4,0.0,0.0,0.0,Medium
2040,35,Male,Minnesota,51,51.0,31,3.1,0.0,0.0,0.0,Medium
2041,69,Male,South Carolina,25,25.0,42,2.9,0.0,0.0,0.0,Low
2042,66,Male,New York,32,32.0,14,3.2,0.0,0.0,0.0,Low
2043,19,Male,Alabama,52,52.0,35,4.0,0.0,0.0,0.0,Medium
2044,47,Male,New York,33,33.0,49,2.7,0.0,0.0,0.0,Low
2045,49,Male,Missouri,68,68.0,17,3.0,0.0,0.0,0.0,Medium
2046,31,Male,Georgia,20,20.0,26,4.4,0.0,0.0,0.0,Low
2047,39,Male,Oklahoma,32,32.0,30,2.8,0.0,0.0,0.0,Low
2048,58,Male,Connecticut,82,82.0,32,3.1,0.0,0.0,0.0,High
2049,45,Male,Michigan,64,64.0,35,3.9,0.0,0.0,0.0,Medium
2050,68,Male,Rhode Island,24,24.0,15,2.7,0.0,0.0,0.0,Low
2051,35,Male,Mississippi,96,96.0,10,3.4,0.0,0.0,0.0,High
2052,65,Male,Massachusetts,94,94.0,14,3.8,0.0,0.0,0.0,High
2053,45,Male,New Hampshire,48,48.0,30,3.7,0.0,0.0,0.0,Medium
2054,19,Male,Wyoming,60,60.0,16,4.5,0.0,0.0,0.0,Medium
2055,65,Male,New Jersey,56,56.0,14,2.9,0.0,0.0,0.0,Medium
2056,28,Male,Texas,33,33.0,28,3.4,0.0,0.0,0.0,Low
2057,55,Male,Minnesota,46,46.0,29,4.4,0.0,0.0,0.0,Medium
2058,66,Male,South Dakota,37,37.0,5,4.2,0.0,0.0,0.0,Low
2059,29,Male,Washington,98,98.0,17,3.3,0.0,0.0,0.0,High
2060,56,Male,California,50,50.0,50,3.7,0.0,0.0,0.0,Medium
2061,21,Male,Wisconsin,63,63.0,23,3.2,0.0,0.0,0.0,Medium
2062,32,Male,Michigan,70,70.0,22,2.6,0.0,0.0,0.0,Medium
2063,54,Male,South Carolina,63,63.0,15,2.8,0.0,0.0,0.0,Medium
2064,61,Male,Indiana,86,86.0,32,2.9,0.0,0.0,0.0,High
2065,31,Male,Arkansas,99,99.0,5,4.0,0.0,0.0,0.0,High
2066,27,Male,Oregon,40,40.0,6,2.9,0.0,0.0,0.0,Low
2067,64,Male,Illinois,92,92.0,44,4.7,0.0,0.0,0.0,High
2068,60,Male,Maryland,21,21.0,23,3.1,0.0,0.0,0.0,Low
2069,70,Male,Vermont,81,81.0,44,3.9,0.0,0.0,0.0,High
2070,36,Male,Texas,82,82.0,3,3.4,0.0,0.0,0.0,High
2071,56,Male,Nebraska,88,88.0,14,3.1,0.0,0.0,0.0,High
2072,69,Male,South Carolina,100,100.0,37,4.8,0.0,0.0,0.0,High
2073,39,Male,Massachusetts,66,66.0,22,3.9,0.0,0.0,0.0,Medium
2074,38,Male,Texas,25,25.0,2,3.5,0.0,0.0,0.0,Low
2075,36,Male,Florida,53,53.0,44,3.1,0.0,0.0,0.0,Medium
2076,46,Male,South Carolina,28,28.0,49,4.7,0.0,0.0,0.0,Low
2077,59,Male,Florida,23,23.0,22,4.6,0.0,0.0,0.0,Low
2078,64,Male,Nebraska,34,34.0,26,3.3,0.0,0.0,0.0,Low
2079,49,Male,Hawaii,42,42.0,40,3.2,0.0,0.0,0.0,Low
2080,32,Male,Montana,24,24.0,16,3.1,0.0,0.0,0.0,Low
2081,29,Male,South Dakota,47,47.0,17,3.5,0.0,0.0,0.0,Medium
2082,24,Male,Alabama,78,78.0,48,4.3,0.0,0.0,0.0,High
2083,41,Male,Arkansas,89,89.0,28,2.9,0.0,0.0,0.0,High
2084,41,Male,Mississippi,59,59.0,26,2.7,0.0,0.0,0.0,Medium
2085,32,Male,Vermont,94,94.0,43,4.0,0.0,0.0,0.0,High
2086,69,Male,New York,49,49.0,38,4.6,0.0,0.0,0.0,Medium
2087,65,Male,North Dakota,89,89.0,36,4.7,0.0,0.0,0.0,High
2088,54,Male,Wisconsin,91,91.0,1,4.7,0.0,0.0,0.0,High
2089,39,Male,California,89,89.0,49,4.0,0.0,0.0,0.0,High
2090,37,Male,Maryland,57,57.0,41,3.6,0.0,0.0,0.0,Medium
2091,51,Male,Massachusetts,71,71.0,21,3.4,0.0,0.0,0.0,Medium
2092,26,Male,Washington,97,97.0,24,3.0,0.0,0.0,0.0,High
2093,42,Male,Minnesota,45,45.0,27,2.6,0.0,0.0,0.0,Low
2094,21,Male,Washington,91,91.0,4,4.2,0.0,0.0,0.0,High
2095,53,Male,South Carolina,25,25.0,19,3.4,0.0,0.0,0.0,Low
2096,36,Male,New Mexico,63,63.0,1,4.0,0.0,0.0,0.0,Medium
2097,21,Male,North Carolina,52,52.0,27,4.7,0.0,0.0,0.0,Medium
2098,33,Male,Iowa,43,43.0,5,3.9,0.0,0.0,0.0,Low
2099,49,Male,Louisiana,28,28.0,20,3.3,0.0,0.0,0.0,Low
2100,31,Male,Oklahoma,78,78.0,50,2.9,0.0,0.0,0.0,High
2101,68,Male,Michigan,31,31.0,36,4.4,0.0,0.0,0.0,Low
2102,49,Male,Oregon,23,23.0,12,3.6,0.0,0.0,0.0,Low
2103,23,Male,Idaho,25,25.0,23,4.5,0.0,0.0,0.0,Low
2104,30,Male,Indiana,86,86.0,21,3.7,0.0,0.0,0.0,High
2105,53,Male,New Mexico,88,88.0,47,2.8,0.0,0.0,0.0,High
2106,65,Male,South Carolina,35,35.0,38,4.5,0.0,0.0,0.0,Low
2107,60,Male,Vermont,34,34.0,40,4.4,0.0,0.0,0.0,Low
2108,46,Male,Delaware,75,75.0,35,3.3,0.0,0.0,0.0,High
2109,54,Male,North Dakota,46,46.0,4,4.2,0.0,0.0,0.0,Medium
2110,59,Male,California,31,31.0,28,2.7,0.0,0.0,0.0,Low
2111,52,Male,Montana,93,93.0,36,3.9,0.0,0.0,0.0,High
2112,41,Male,Missouri,85,85.0,15,2.6,0.0,0.0,0.0,High
2113,43,Male,Tennessee,68,68.0,7,4.5,0.0,0.0,0.0,Medium
2114,63,Male,Virginia,40,40.0,29,2.7,0.0,0.0,0.0,Low
2115,37,Male,Vermont,51,51.0,12,2.9,0.0,0.0,0.0,Medium
2116,44,Male,Rhode Island,85,85.0,16,3.4,0.0,0.0,0.0,High
2117,67,Male,Kansas,23,23.0,50,2.9,0.0,0.0,0.0,Low
2118,27,Male,Colorado,28,28.0,11,3.8,0.0,0.0,0.0,Low
2119,60,Male,Georgia,44,44.0,28,4.2,0.0,0.0,0.0,Low
2120,58,Male,Nebraska,57,57.0,36,3.5,0.0,0.0,0.0,Medium
2121,53,Male,Missouri,98,98.0,38,3.1,0.0,0.0,0.0,High
2122,43,Male,Alaska,68,68.0,32,3.5,0.0,0.0,0.0,Medium
2123,32,Male,Virginia,36,36.0,42,4.0,0.0,0.0,0.0,Low
2124,54,Male,Nebraska,71,71.0,22,3.7,0.0,0.0,0.0,Medium
2125,47,Male,Rhode Island,60,60.0,22,4.2,0.0,0.0,0.0,Medium
2126,57,Male,New Hampshire,87,87.0,31,4.8,0.0,0.0,0.0,High
2127,63,Male,Alabama,38,38.0,28,4.1,0.0,0.0,0.0,Low
2128,70,Male,North Carolina,45,45.0,40,4.5,0.0,0.0,0.0,Low
2129,62,Male,New Mexico,47,47.0,21,2.7,0.0,0.0,0.0,Medium
2130,40,Male,Minnesota,57,57.0,12,2.8,0.0,0.0,0.0,Medium
2131,25,Male,Arizona,68,68.0,33,3.7,0.0,0.0,0.0,Medium
2132,19,Male,Montana,52,52.0,9,3.6,0.0,0.0,0.0,Medium
2133,25,Male,Vermont,87,87.0,15,4.7,0.0,0.0,0.0,High
2134,21,Male,Maine,34,34.0,13,3.8,0.0,0.0,0.0,Low
2135,55,Male,Virginia,41,41.0,35,2.9,0.0,0.0,0.0,Low
2136,34,Male,California,94,94.0,1,4.6,0.0,0.0,0.0,High
2137,47,Male,New York,93,93.0,25,2.8,0.0,0.0,0.0,High
2138,27,Male,Indiana,51,51.0,20,4.6,0.0,0.0,0.0,Medium
2139,67,Male,Mississippi,42,42.0,36,2.8,0.0,0.0,0.0,Low
2140,40,Male,New York,95,95.0,33,3.0,0.0,0.0,0.0,High
2141,53,Male,New Mexico,90,90.0,36,3.7,0.0,0.0,0.0,High
2142,24,Male,Kentucky,98,98.0,32,4.1,0.0,0.0,0.0,High
2143,47,Male,North Dakota,39,39.0,21,4.3,0.0,0.0,0.0,Low
2144,53,Male,Arkansas,66,66.0,48,3.8,0.0,0.0,0.0,Medium
2145,47,Male,Maryland,23,23.0,25,3.7,0.0,0.0,0.0,Low
2146,38,Male,Connecticut,73,73.0,32,4.8,0.0,0.0,0.0,Medium
2147,48,Male,Utah,23,23.0,45,4.6,0.0,0.0,0.0,Low
2148,47,Male,Missouri,43,43.0,4,4.8,0.0,0.0,0.0,Low
2149,19,Male,Nebraska,45,45.0,19,4.6,0.0,0.0,0.0,Low
2150,38,Male,Hawaii,21,21.0,1,4.0,0.0,0.0,0.0,Low
2151,57,Male,Illinois,40,40.0,12,2.6,0.0,0.0,0.0,Low
2152,70,Male,Vermont,58,58.0,18,2.6,0.0,0.0,0.0,Medium
2153,38,Male,New Jersey,48,48.0,43,4.5,0.0,0.0,0.0,Medium
2154,35,Male,Kentucky,94,94.0,31,4.2,0.0,0.0,0.0,High
2155,46,Male,Wyoming,74,74.0,33,3.4,0.0,0.0,0.0,High
2156,32,Male,Hawaii,51,51.0,46,3.7,0.0,0.0,0.0,Medium
2157,38,Male,Missouri,83,83.0,41,3.6,0.0,0.0,0.0,High
2158,41,Male,Mississippi,68,68.0,41,4.0,0.0,0.0,0.0,Medium
2159,19,Male,Massachusetts,84,84.0,9,4.6,0.0,0.0,0.0,High
2160,18,Male,Louisiana,58,58.0,34,3.0,0.0,0.0,0.0,Medium
2161,45,Male,West Virginia,92,92.0,21,3.3,0.0,0.0,0.0,High
2162,23,Male,Washington,69,69.0,5,3.8,0.0,0.0,0.0,Medium
2163,60,Male,Oregon,48,48.0,32,2.7,0.0,0.0,0.0,Medium
2164,52,Male,New York,60,60.0,44,4.5,0.0,0.0,0.0,Medium
2165,42,Male,Iowa,20,20.0,46,4.8,0.0,0.0,0.0,Low
2166,29,Male,Idaho,55,55.0,42,4.2,0.0,0.0,0.0,Medium
2167,31,Male,New Jersey,88,88.0,50,3.5,0.0,0.0,0.0,High
2168,30,Male,Ohio,48,48.0,33,4.9,0.0,0.0,0.0,Medium
2169,23,Male,Connecticut,74,74.0,32,4.1,0.0,0.0,0.0,High
2170,31,Male,Florida,42,42.0,32,2.9,0.0,0.0,0.0,Low
2171,40,Male,South Carolina,32,32.0,37,4.0,0.0,0.0,0.0,Low
2172,39,Male,Missouri,98,98.0,9,4.6,0.0,0.0,0.0,High
2173,28,Male,Rhode Island,89,89.0,6,2.8,0.0,0.0,0.0,High
2174,23,Male,Delaware,97,97.0,36,5.0,0.0,0.0,0.0,High
2175,42,Male,Colorado,49,49.0,1,2.9,0.0,0.0,0.0,Medium
2176,68,Male,Nebraska,50,50.0,48,3.3,0.0,0.0,0.0,Medium
2177,24,Male,Vermont,91,91.0,44,3.4,0.0,0.0,0.0,High
2178,24,Male,Montana,93,93.0,9,3.0,0.0,0.0,0.0,High
2179,21,Male,Florida,98,98.0,32,4.7,0.0,0.0,0.0,High
2180,49,Male,Delaware,82,82.0,14,2.9,0.0,0.0,0.0,High
2181,41,Male,Connecticut,37,37.0,43,4.1,0.0,0.0,0.0,Low
2182,22,Male,Hawaii,63,63.0,32,3.2,0.0,0.0,0.0,Medium
2183,42,Male,New Mexico,99,99.0,26,2.7,0.0,0.0,0.0,High
2184,30,Male,Kansas,37,37.0,2,4.7,0.0,0.0,0.0,Low
2185,38,Male,Nevada,34,34.0,16,3.2,0.0,0.0,0.0,Low
2186,40,Male,North Carolina,32,32.0,50,2.5,0.0,0.0,0.0,Low
2187,55,Male,New Mexico,23,23.0,6,4.3,0.0,0.0,0.0,Low
2188,37,Male,Idaho,78,78.0,20,4.4,0.0,0.0,0.0,High
2189,41,Male,California,54,54.0,9,4.7,0.0,0.0,0.0,Medium
2190,38,Male,Wisconsin,94,94.0,47,4.0,0.0,0.0,0.0,High
2191,42,Male,Alaska,75,75.0,33,4.6,0.0,0.0,0.0,High
2192,26,Male,Pennsylvania,69,69.0,46,3.8,0.0,0.0,0.0,Medium
2193,41,Male,Virginia,35,35.0,9,3.2,0.0,0.0,0.0,Low
2194,27,Male,California,78,78.0,8,5.0,0.0,0.0,0.0,High
2195,61,Male,Kentucky,29,29.0,48,3.5,0.0,0.0,0.0,Low
2196,58,Male,New York,62,62.0,2,3.7,0.0,0.0,0.0,Medium
2197,25,Male,Vermont,58,58.0,31,4.8,0.0,0.0,0.0,Medium
2198,33,Male,Pennsylvania,88,88.0,40,3.7,0.0,0.0,0.0,High
2199,57,Male,New York,80,80.0,35,3.5,0.0,0.0,0.0,High
2200,39,Male,North Carolina,47,47.0,40,4.9,0.0,0.0,0.0,Medium
2201,60,Male,Wyoming,51,51.0,27,4.7,0.0,0.0,0.0,Medium
2202,39,Male,Ohio,25,25.0,10,4.9,0.0,0.0,0.0,Low
2203,42,Male,Alabama,36,36.0,23,4.3,0.0,0.0,0.0,Low
2204,53,Male,Rhode Island,79,79.0,32,3.1,0.0,0.0,0.0,High
2205,20,Male,Oregon,41,41.0,6,3.4,0.0,0.0,0.0,Low
2206,46,Male,North Dakota,68,68.0,27,2.7,0.0,0.0,0.0,Medium
2207,46,Male,Illinois,51,51.0,25,2.6,0.0,0.0,0.0,Medium
2208,69,Male,New Mexico,38,38.0,11,2.9,0.0,0.0,0.0,Low
2209,28,Male,Colorado,46,46.0,23,2.7,0.0,0.0,0.0,Medium
2210,42,Male,Utah,20,20.0,44,4.5,0.0,0.0,0.0,Low
2211,30,Male,Virginia,25,25.0,35,3.1,0.0,0.0,0.0,Low
2212,50,Male,Maine,89,89.0,45,3.2,0.0,0.0,0.0,High
2213,59,Male,Nebraska,77,77.0,22,3.3,0.0,0.0,0.0,High
2214,54,Male,Hawaii,94,94.0,18,2.9,0.0,0.0,0.0,High
2215,50,Male,Idaho,100,100.0,20,4.1,0.0,0.0,0.0,High
2216,25,Male,West Virginia,96,96.0,28,2.7,0.0,0.0,0.0,High
2217,41,Male,Vermont,36,36.0,15,4.0,0.0,0.0,0.0,Low
2218,35,Male,Indiana,27,27.0,42,2.6,0.0,0.0,0.0,Low
2219,67,Male,Idaho,67,67.0,20,3.5,0.0,0.0,0.0,Medium
2220,33,Male,Minnesota,91,91.0,16,2.8,0.0,0.0,0.0,High
2221,19,Male,Wyoming,62,62.0,47,4.5,0.0,0.0,0.0,Medium
2222,25,Male,Kansas,88,88.0,34,3.0,0.0,0.0,0.0,High
2223,32,Male,Georgia,66,66.0,30,4.4,0.0,0.0,0.0,Medium
2224,30,Male,Kansas,65,65.0,5,4.7,0.0,0.0,0.0,Medium
2225,18,Male,Nebraska,25,25.0,38,4.3,0.0,0.0,0.0,Low
2226,38,Male,Washington,64,64.0,18,4.8,0.0,0.0,0.0,Medium
2227,22,Male,Missouri,72,72.0,28,4.8,0.0,0.0,0.0,Medium
2228,40,Male,Washington,74,74.0,42,4.4,0.0,0.0,0.0,High
2229,54,Male,Kansas,50,50.0,5,3.7,0.0,0.0,0.0,Medium
